lokalbahn, lokalban
haupte, hauptə
seltnem, tseltnem
wagnerischer, vakneriʃə
geflogen, ɡefloɡən
ermüdung, eəmyduŋk
brennender, prənnəndə
mittelweg, mitelvek
beigesellt, baieɡeselt
cartesius, kaətesius
langeweile, laŋevailə
verwahrloste, feəvaəlostə
zitterndem, tsiteəndem
zahlformeln, tsalfoəmeln
klugerfahrne, kluɡeəfaənə
einfluss, ainflus
sorgsam, tsoəksam
doppelt, dopelt
zerschellen, tseəʃelən
auszeichnung, austsaixnuŋk
tischkante, tiʃkantə
endet, əndet
größer, krøsə
donnerkeile, doneəkailə
gesungener, ɡesuŋənə
taugen, tauhɡən
zugegen, tsuɡeɡən
kargen, kaəɡən
windiger, vindiçə
unfreundliche, unfroyntlixə
lockendes, lokəndes
verpfänden, feəpfendən
ausübt, auhsybt
einfand, ainfant
gesprächsgegenstand, ɡespreksɡeɡənstant
ergreifender, eəkraiefəndə
himmelsscharen, himelsxarən
harmonisch, haəmoniʃ
strophenform, strofənfoəm
ebenmaße, ebənmasə
schaltet, ʃaltet
entstehen, əntstehən
läuten, loyhtən
vorhaus, foəhaus
hineingewunden, hinaiŋevundən
entspringenden, əntspriŋəndən
anreizenden, anraietsəndən
regel, reɡel
zugedeckt, tsuɡedekt
leinwand, lainvant
wunderschöner, vundeəʃønə
gifthauch, ɡiftaux
nächstbeteiligten, nekstbetaieliktən
gehobenen, ɡehobenən
abstrahierten, abstrahiətən
gellt, ɡelt
kammerpräsidenten, kameəpresidəntən
gesicht, ɡesixt
überführenderes, ybeəfyrənderes
wohnhause, vonhausə
eisenstangen, aiesənstaŋən
troer, troə
herden, heədən
klammern, klameən
majestätischen, majestetieʃən
zusammensetzen, tsusamənsetsən
gereiztheit, ɡeraitstait
folco, folko
psychologischen, psyxoloɡiʃən
stoffarme, stofaəmə
reliefs, relifs
wagengerassel, vaɡənɡerasel
schwertern, ʃveəteən
außerstand, auseəstant
grabmonumenten, krapmonuməntən
niedlich, nitlix
ahnungsvoller, anuŋsfolə
auszulöschen, austsuløʃən
geängstigten, ɡeeŋstiktən
verwaistes, feəvaistes
konseilpräsident, konsailpresidənt
unheilbare, unhailbarə
dichtverwachsnen, dixtfeəvaksnən
silberspitze, tsilbeəspitsə
abguss, apɡus
hergegangen, heəɡeɡaŋən
matratze, matratsə
vitalität, fitalitet
subsistiert, tsupsistieət
längrer, leŋkrə
fortschritt, foət͡ʃrit
unbehaglicher, unbehaklixə
kapuzen, kaputsən
stockwerk, stokveək
entfernten, əntfeəntən
göttlichem, ɡøtlixem
unterließ, unteəlis
verschuldung, feəʃulduŋk
gut, ɡut
gedankenvoll, ɡedaŋkənfol
turmbeladen, tuəmbeladən
frisches, friʃes
entschieden, ənt͡ʃidən
vorgehalten, foəɡehaltən
auffangen, aufaŋən
abwärts, apveəts
eingang, aiŋaŋk
nahekommen, nahekomən
tobsucht, topsuxt
verdoppelte, feədopeltə
betragens, betraɡəns
geräumigen, ɡeroyhmiɡən
glaubenseifer, klauhbənsaifə
einzubüßen, aintsubysən
heidentums, haiedəntums
naturstücke, natuəstykə
anfanges, anfaŋes
mattigkeit, matikkait
weggerafft, vekɡeraft
gemächlich, ɡemexlix
voranschritten, foranʃritən
steigerung, staieɡeruŋk
kennen, kənnən
elangueszenz, elaŋuestsənts
misslungenen, misluŋenən
naturgemäß, natuəɡemes
schädigen, ʃediɡən
extreme, ekstremə
weisesten, vaiesestən
südwinds, tsytvinds
gutheissen, ɡutaisən
gemische, ɡemiʃə
saßest, tsasest
wink, viŋk
anvertraue, anfeətrauə
entwaffnete, əntvafnetə
gelegene, ɡeleɡənə
beißt, baist
typus, typus
lebensvollerm, lebənsfoleəm
verfolg, feəfolk
masche, maʃə
gibt, ɡibt
seitenkapelle, tsaietənkapelə
schelten, ʃeltən
herunterklimmen, herunteəklimən
hältst, heltst
fehlschlüsse, felʃlysə
wiederfindens, videəfindəns
sprudl, sprudl
regum, reɡum
panthers, panteəs
zornesfalte, tsoənesfaltə
blockhead, plokheat
versicherte, feəsixeətə
milchflaschen, milxflaʃən
aggregierten, aɡkreɡiətən
hinauszubefördern, hinaustsubeføədeən
glänzenden, klentsəndən
kreisten, kraistən
gebeugt, ɡeboyɡt
sandigen, tsandiɡən
sorg, tsoək
friedliche, fritlixə
vermessene, feəmesənə
hälften, helftən
prachtexemplare, praxteksemplarə
verweilend, feəvaielənt
überziehenden, ybeətsiəndən
kunstwort, kunstvoət
geblaff, ɡeplaf
erledigen, eəlediɡən
korbstuhl, koəbstul
schiffe, ʃifə
sodom, tsodom
ertragreiche, eətrakraixə
episyllogismen, episyloɡismən
frühjahrsschmelze, fryjaəsxmeltsə
spürgewandte, spyəɡevantə
ungefähr, uŋefeə
ehrlichste, eəlikstə
reittiere, raitirə
begehrungswert, beɡeruŋsveət
zeitschrift, tsait͡ʃrift
zusammenzuraffen, tsusaməntsurafən
himmelsverwandte, himelsfeəvantə
anfänge, anfeŋə
herausfinden, herausfindən
quillt, kvilt
ablenkung, aplənkuŋk
unsicheren, unsixerən
bewähret, beveret
äskulaps, eskulaps
fremdeste, fremdestə
juchhe, juxhə
zweck, tsvek
fünfe, fynfə
besonder, besondə
georgia, ɡeoəɡia
rechtshandel, rextshandel
aufzuschwingen, auftsuʃviŋən
volksschullehrer, folksxulerə
übergeht, ybeəɡet
hervorzurufen, heəfoətsurufən
stahl, stal
sünderrücken, tsyndeərykən
mutige, mutiɡə
taufhandlung, taufhantluŋk
sterngebild, steəŋebilt
büsch, byʃ
ertönen, eətønən
anscheine, anʃainə
langhin, laŋkhin
zwiegefühl, tsviɡefyl
sprüche, spryxə
fahnenvereinen, fanənferaiənən
cynischen, kyniʃən
wortes, voətes
verschiedenem, feəʃidenem
kampfrichter, kampfrixtə
verirrung, feriəruŋk
ungläubig, uŋkloyhbik
mißredende, misredəndə
steigern, staieɡeən
schweinerei, ʃvaiəneraie
scene, skənə
überwachen, ybeəvaxən
trippelnder, tripelndə
geschienen, ɡeʃinən
gleitet, klaietet
tief, tief
handwerk, hantveək
goldbeinigen, ɡoltbaiəniçən
betrüge, betryɡə
kleinliche, klainlixə
handwerksmanne, hantveəksmanə
blüthe, plytə
emporschlägt, empoəʃleɡt
wuselt, vuselt
aufgemacht, aufɡemaxt
nützen, nytsən
gewogner, ɡevoknə
bearbeitete, beaəbaietetə
seeverwandt, tsefeəvant
czar, ktsaə
neunter, noyntə
womit, vomit
umläufe, umloyfə
anfälle, anfelə
liedes, lides
bürgersteigen, byəɡeəstaieɡən
handelnd, handelnt
feuerzeichen, foyeətsaiexən
verschiedener, feəʃidənə
widmest, vitmest
stränge, streŋə
hiergegen, hiəɡeɡən
freilich, fraielix
unwissenden, unvisəndən
gratiae, kratiaə
kolonnen, kolonən
pharisäern, fariseeən
pyramidal, pyramidal
sinnesart, tsinesaət
bitterböse, biteəbøsə
ertappte, eətaptə
albergo, albeəɡo
vernunftwesen, feənunftvesən
verfinstert, feəfinsteət
entführte, əntfyətə
ausschlage, ausxlaɡə
porzellanfiguretten, poətselanfiɡuretən
ersparung, eəsparuŋk
beifalle, baiefalə
rute, rutə
gemeine, ɡemainə
umdreh, umtre
doppelstrichelchen, dopelstrixelxən
durchgängige, duəxɡeŋiçə
braunbarts, praunbaəts
weiterfliesst, vaieteəflist
foundation, foundatsion
einfältiges, ainfeltieɡes
umziehn, umtsin
verantwortlichkeit, ferantvoətlixkait
vorausgeschickt, forausɡeʃikt
wuchernd, vuxeənt
entschließt, ənt͡ʃlist
schulterblätter, ʃulteəpletə
gesuchten, ɡesuxtən
zwei, tsvaie
anempfehlen, anempfelən
schäumenden, ʃoyhməndən
unchristlich, unxristlix
blase, plasə
silberschweif, tsilbeəʃvaif
quanta, kvanta
zügeln, tsyɡeln
kameraden, kameradən
gesteppten, ɡesteptən
ahmte, amtə
flehte, fletə
herniedersteigend, heənideəstaieɡənt
überredete, ybeəredetə
geschlechtlichkeit, ɡeʃlextlixkait
antreffen, antrefən
ungeschehen, uŋeʃeən
wettrennen, vetrənnən
maxime, maksimə
klarinetten, klarinetən
beul, boyl
guitton, ɡuiton
deine, dainə
freundschaft, froynt͡ʃaft
ungestärkten, uŋesteəktən
schieb, ʃip
tintenfaß, tintənfas
uomo, uomo
deinet, daiənet
halskrause, halskrausə
stellest, stelest
vorstellten, foəsteltən
backen, bakən
stritt, strit
denkwürdiges, dənkvyədiɡes
wünschest, vynʃest
gewissem, ɡevisem
kraftwagens, kraftvaɡəns
einteilte, aintailtə
missethäter, misetetə
modells, models
zähn, tsen
undeutlich, undoytlix
büchern, byxeən
texts, teksts
hemm, hem
vorausgeschickte, forausɡeʃiktə
erscheinungen, eəʃaiənuŋən
studieren, studirən
herrenhut, heərənhut
vierbespannt, fiəbespant
machendes, maxəndes
iß, is
verlegt, feəleɡt
drängender, treŋəndə
ereignete, əraiknetə
lautes, lauhtes
thätig, tetik
geisterleben, ɡaisteəlebən
eignete, aiknetə
verjüngen, feəjyŋən
sauerkohle, tsaueəkolə
papiergespenst, papiəɡespənst
hochgeschrei, hoxɡeʃraie
reichten, raixtən
erringt, eəriŋt
überlegt, ybeəleɡt
bronnen, pronən
unablässig, unaplesik
umgehen, umɡehən
lichtstrahl, lixtstral
phlegethon, fleɡeton
summen, tsumən
unentbehrliche, unəntbeəlixə
ingrediens, iŋkredins
besitzer, besitsə
hineinpassenden, hinainpasəndən
heiterkeiten, haieteəkaietən
löwenfüßigen, løvənfysiɡən
weidmännischen, vaitmeniʃən
ging, ɡiŋk
irrtümern, iərtymeən
schilfumkränzte, ʃilfumkrentstə
wetterunbilden, veterunbildən
gibts, ɡibts
kunstwissen, kunstvisən
anschauens, anʃauəns
logodor, loɡodoə
mundus, mundus
lauert, laueət
lehrgebäude, leəɡeboydə
stellte, steltə
un, un
laune, launə
unbedingtsein, unbediŋtsain
entquellen, əntkvelən
grundlagen, kruntlaɡən
schlürfenden, ʃlyəfəndən
netzten, netstən
zurückkommen, tsurykkomən
warm, vaəm
ordne, oətnə
ketzer, ketsə
kettenkreisen, ketənkraiesən
soldat, tsoldat
dauerhaften, daueəhaftən
verbeugung, feəboyhɡuŋk
dankenswerte, daŋkənsveətə
erheiternd, eəhaieteənt
damenwahl, damənval
rabensohnes, rabənsones
umdunkelt, umduŋkelt
wunderschön, vundeəʃøn
deutlichste, doytlikstə
vorgeschobenen, foəɡeʃobenən
bacchen, bakxən
heimführenden, haimfyrəndən
zerfiel, tseəfil
cerclekonzert, keəklekontseət
kunstformen, kunstfoəmən
wechselseitiges, vekselsaietiɡes
subtile, tsuptilə
schwebt, ʃvebt
sardanapal, tsaədanapal
lohengrin, lohənkrin
plattgedrückten, platɡetryktən
hinaufgeschaut, hinaufɡeʃaut
leidwesen, laitvesən
siebenhundertundfünfzigtausend, tsibənhundeətuntfynftsiktauhsənt
vorbildlos, foəbiltlos
wegschieben, vekʃibən
ozean, otsean
erzielte, eətsiltə
feuilletonredakteuren, foyiletonredaktoyhrən
lenden, ləndən
wesenheit, vesənhait
baader, badə
spanien, spanin
anständige, anstendiçə
acon, akon
deutschen, doyht͡ʃən
geschreckt, ɡeʃrekt
beurlaubten, boyəlauptən
cultversammlungen, kultfeəsamluŋən
range, raŋə
kursus, kuəsus
vorschreiten, foəʃraietən
exposition, ekspositsion
handhabt, hantabt
unsägliche, unseklixə
illumination, iluminatsion
gemächlicher, ɡemexlixə
file, filə
nevada, nefada
übern, ybeən
gehoffte, ɡehoftə
wirksamkeiten, viəksamkaietən
gewärtigen, ɡeveətieɡən
antrafen, antrafən
ratlosigkeit, ratlosikkait
welches, velxes
floß, flos
schneewetter, ʃnevetə
sehst, tsest
einzusprechen, aintsusprexən
erspähn, eəspen
garstiger, ɡaəstiɡə
reinige, raiəniçə
theilt, tailt
agnel, aknel
bestätigt, bestetiɡt
alecto, alekto
liebeslust, libeslust
unterjochen, unteəjoxən
pagenanmut, paɡenanmut
ungetüms, uŋetyms
geschäh, ɡeʃe
klange, klaŋə
ersichtlich, eəsixtlix
wuchernden, vuxeəndən
abzubrechen, aptsuprexən
unvermutete, unfeəmutetə
zugestanden, tsuɡestandən
rudern, rudeən
unstreitig, unstraietik
wohlerfahren, voleəfarən
keines, kaiənes
beinkleidern, baiŋklaiedeən
successiv, tsukkesif
knüpfenden, knypfəndən
girlanden, ɡiəlandən
schwertes, ʃveətes
allerschönste, aleəʃønstə
erlebnis, eəlepnis
stürzendes, styətsəndes
hinwarf, hinvaəf
blindwirkende, plintviəkəndə
eingehen, aiŋehən
rosenstäbe, rosənstebə
geklimpers, ɡeklimpeəs
kunstprincipien, kunstprinkipin
aufgenommener, aufɡenomənə
zürnte, tsyəntə
ratiocinantes, ratiokinantes
derjenige, deəjeniçə
wach, vax
knicksen, kniksən
strauche, strauxə
atlasmanschette, atlasmanʃetə
überlaß, ybeəlas
nachmittagsempfänge, naxmitaksempfeŋə
volkes, folkes
eingeschnittenen, aiŋeʃnitenən
festwiese, festvisə
rationis, ratsionis
schwülen, ʃvylən
füllfeder, fylfedə
gemahnt, ɡemant
lockt, lokt
jungfräulich, juŋfroyhlix
bekehrt, bekeət
entmuthigen, əntmutiɡən
beweglichkeit, beveklixkait
begabten, beɡaptən
zinnenrund, tsinənrunt
lilienkränzen, liliŋkrentsən
ermangeln, eəmaŋeln
zugeht, tsuɡet
max, maks
ankündigungen, aŋkyndiɡuŋən
verehrungswert, fereruŋsveət
verbergen, feəbeəɡən
andrange, antraŋə
dankbarem, daŋkbarem
gleichnissartigen, klaixnisaətieɡən
legtest, lektest
beharrliches, behaərlixes
trajan, trajan
krittler, kritlə
zuvorkommend, tsufoəkomənt
nachbringen, naxpriŋən
philosophisch, filosofiʃ
morgenfrühe, moəɡənfryə
beßres, besres
arztes, aətstes
väterchen, feteəxən
ununterbrochene, ununteəproxənə
geharnischten, ɡehaəniʃtən
elastischen, elastieʃən
ergangen, eəɡaŋən
einleitung, ainlaietuŋk
anliegen, anliɡən
scheinbild, ʃainbilt
großherzogs, krosheətsoɡs
lahm, lam
fäden, fedən
herzensdrang, heətsənstraŋk
gefährdet, ɡefeədet
notizblock, notitsplok
gotteslust, ɡoteslust
kühnheit, kynhait
zerreisst, tseəraist
ausbrüche, auspryxə
überboten, ybeəbotən
ratio, ratio
köstlichen, køstlixən
sofas, tsofas
gretchen, kretxən
strahlenkreise, stralənkraisə
gleichförmigkeit, klaixføəmikkait
aufklärt, aufkleət
gewandter, ɡevantə
kanal, kanal
bereitgemacht, beraitɡemaxt
solche, tsolxə
antecedentia, antekedəntia
zücken, tsykən
schlimmern, ʃlimeən
fluge, fluɡə
dünkt, dyŋkt
hang, haŋk
edles, etles
geritten, ɡeritən
schaffet, ʃafet
himmelbett, himelbet
vorderzähne, foədeətsenə
vernünftig, feənynftik
züngeln, tsyŋeln
meergebraus, meəɡepraus
anzukündigen, antsukyndiɡən
resignationismus, resiknatsionismus
gebrüstet, ɡeprystet
march, maəx
ruhmvolle, rumfolə
erzieherisches, eətsieriʃes
vorüberfließenden, forybeəflisəndən
endigt, əndiçt
beredsam, beretsam
sonderbarer, tsondeəbarə
witwe, vitvə
monotheismus, monotaismus
emporreissende, empoəraisəndə
einsicht, ainsixt
lehrt, leət
rechtwinklig, rextviŋklik
besinnen, besinən
fröhlicher, frølixə
lebenslustigen, lebənslustieɡən
reformation, refoəmatsion
rosenstockes, rosənstokes
gewinden, ɡevindən
zerberus, tseəberus
sturmeswut, stuəmesvut
urahnen, uranən
unwahrscheinlich, unvaəʃainlix
eingefriedigt, aiŋefridiçt
leichtes, laixtes
tagslauf, taɡslauf
fehltritts, feltrits
ontologia, ontoloɡia
besondren, besontrən
säugling, tsoykliŋk
blatte, platə
panthalis, pantalis
umschuppte, umʃuptə
verfährt, feəfeət
sodaß, tsodas
weisheitsverkünder, vaishaitsfeəkyndə
mesquinerien, meskvinerin
häßlich, heslix
ehrlichkeit, eəlixkait
einfiele, ainfilə
schnellen, ʃnelən
stiel, stiel
habt, habt
dramatischen, tramatieʃən
verheissung, feəhaisuŋk
dürren, dyərən
reisewagen, raiesevaɡən
gesünder, ɡesyndə
läppische, lepiʃə
auszuschießen, austsuʃisən
verborg, feəboək
laub, laup
übereinstimmender, yberainstiməndə
verkündigt, feəkyndiçt
optimisten, optiemistən
logisirung, loɡisiruŋk
reizt, raitst
achten, axtən
egoistischen, eɡoistieʃən
scheintoten, ʃaintotən
supplikanten, tsuplikantən
empfänglich, empfeŋklix
coccums, kokkums
anerkennen, aneəkənnən
zerschmettern, tseəʃmeteən
rotsamtne, rotsamtnə
wegzustolpern, vektsustolpeən
pfühle, pfylə
fanatisiert, fanatiesiət
seitenweg, tsaietənvek
umkleidet, umklaiedet
fürchterliches, fyəxteəlixes
mißbildungen, misbilduŋən
platten, platən
schuld, ʃult
schwinge, ʃviŋə
beeinträchtigungen, beintrextieɡuŋən
zunft, tsunft
bar, baə
unparteiische, unpaətaiiʃə
schläfrigen, ʃlefriɡən
parabel, parabel
elf, elf
manchen, manxən
umherzuschlendern, umheətsuʃləndeən
götterdämmerung, ɡøteədemeruŋk
verräter, feəretə
datiert, datieət
cecina, kekina
eingebüsst, aiŋebyst
einsieht, ainsit
zerrißner, tseərisnə
uneigennützig, unaieɡənnytsik
angel, aŋel
badenden, badəndən
schönheitsschleier, ʃønhaitsxlaiə
bücherstaub, byxeəstaup
wandelnden, vandelndən
kriecht, krixt
sträubebart, stroyhbebaət
vorschein, foəʃain
schwester, ʃvestə
übermütig, ybeəmytik
herrenhaftem, heərənhaftem
silberbergwerke, tsilbeəbeəkveəkə
blinkenden, pliŋkəndən
eindrücken, aintrykən
geachtete, ɡeaxtetə
unbeweglich, unbeveklix
dreigestaltete, traieɡestaltetə
mästet, mestet
unterstrichne, unteəstrixnə
knappen, knapən
stimmungen, stimuŋən
umgebenden, umɡebəndən
wahnwitzigen, vanvitsiçən
wasserboden, vaseəbodən
daphne, dafnə
vernunftmäßigen, feənunftmesiɡən
hinaufgeht, hinaufɡet
versinkenden, feəsiŋkəndən
gebahnten, ɡebantən
erklinge, eəkliŋə
milchnahrung, milxnaruŋk
hochpreisend, hoxpraiesənt
alcid, alkit
fünfdeutigen, fynfdoyhtieɡən
unterbinden, unteəbindən
vertrautere, feətrauhtərə
letzen, letsən
prinzipium, printsipium
gegründeteren, ɡekryndetərən
fußende, fusəndə
zögerte, tsøɡeətə
spätsommermorgen, spetsomeəmoəɡən
beobachtungen, beobaxtuŋən
kapitän, kapiten
nachfolgte, naxfolktə
fährmanns, feəmans
dauben, dauhbən
excessiv, ekskesif
typischer, typiʃə
tierheit, tieəhait
profil, profil
schwange, ʃvaŋə
hinausdenkt, hinausdənkt
befangen, befaŋən
einzudringen, aintsutriŋən
bedarf, bedaəf
weihnachten, vaihnaxtən
demut, demut
angelhaken, aŋelhakən
worum, vorum
aussagen, ausaɡən
faltensturz, faltənstuəts
bogumil, boɡumil
enthüllung, əntyluŋk
aufzuwarten, auftsuvaətən
abneigung, apnaieɡuŋk
erwidern, eəvideən
glitten, klitən
hamen, hamən
tadeln, tadeln
sonntagsanzug, tsontaksantsuk
wieso, viso
blutleer, plutleə
gelehrt, ɡeleət
funken, fuŋkən
ernstheiterer, eənstaietərə
englisch, ənkliʃ
zurückkam, tsurykkam
verstimmt, feəstimt
mephistopheles, mefistofeles
werkes, veəkes
schlossest, ʃlosest
beschlossen, beʃlosən
dirnen, diənən
schärfste, ʃeəfstə
gauch, ɡaux
gutartigen, ɡutaətieɡən
durchschnitten, duəksxnitən
deduzieren, dedutsirən
hinzukommende, hintsukoməndə
machtest, maxtest
bramarbasierenden, pramaəbasirəndən
kleinerer, klaiənərə
überzugehen, ybeətsuɡehən
fürstenrechtliche, fyəstənrextlixə
gleichartigkeit, klaiexaətikkait
schmerzlich, ʃmeətslix
curiosum, kuriosum
priesterwort, pristeəvoət
gestrichene, ɡestrixənə
